-97.922,-16.41
41.985,7.0886
95.654,14.671
-60.534,-14.797
-86.19,-16.455
-43.936,-16.417
-32.257,-16.086
-38.541,-17.009
-30.829,-15.847
44.661,7.1141
-96.447,-17.249
54.566,11.464
-11.559,-11.436
71.186,15.098
32.343,4.4348
-47.04,-16.528
-35.8,-15.137
19.88,1.8705
-42.043,-14.716
97.737,17.254
-1.5024,-6.2974
-56.332,-15.108
93.602,16.884
42.106,7.2454
-37.527,-15.301
-73.942,-15.209
48.32,9.5622
94.899,16.333
-32.048,-13.454
88.863,17.078
-7.4078,-8.361
-0.12995,-7.4527
-42.086,-16.505
79.566,16.763
44.893,6.5419
-55.531,-17.467
6.111,-2.3876
41.889,5.7967
-72.929,-15.391
90.597,14.945
15.484,0.13856
-88.414,-15.36
-54.128,-18.764
-55.289,-15.737
-44.49,-15.839
-56.258,-15.862
79.01,15.935
88.151,16.759
-18.704,-11.993
-89.859,-18.249
65.226,14.78
59.653,13.092
-6.023,-8.9234
-99.543,-17.749
-38.192,-16.202
-3.6738,-8.918
47.65,9.4849
-79.706,-18.413
35.806,3.7257
2.5937,-4.9076
-80.225,-16.604
32.154,3.9694
9.4834,-0.87079
-42.008,-14.855
-92.743,-17.69
-63.309,-16.696
37.616,5.288
39.667,7.1375
-62.089,-16.158
-15.663,-13.261
1.0628,-5.1515
-66.667,-15.9
51.059,8.5778
-62.173,-15.528
45.854,8.6421
-91.622,-17.186
57.026,12.256
20.577,0.56493
3.0806,-4.9491
54.98,12.548
-90.871,-16.894
45.863,8.3577
35.129,6.1169
30.582,4.6465
0.60034,-3.6605
-98.781,-17.187
-93.199,-17.854
94.938,17.911
25.372,0.2158
63.476,14.834
-61.087,-15.278
-1.1929,-4.9409
-81.995,-17.428
96.042,16.703
-67.301,-16.815
4.3213,-2.784
-63.686,-14.894
-68.767,-14.987
84.102,15.796
16.491,2.369
-40.371,-16.727
-54.084,-16.081
95.811,16.56
58.4,12.658
80.534,18.24
1.0921,-3.7725
-41.532,-15.674
6.2767,-2.4796
-66.364,-17.532
31.173,2.6146
-24.542,-14.357
-12.841,-12.762
32.783,4.5618
-29.856,-15.104
31.73,4.4131
73.469,16.046
-16.759,-12.679
-89.917,-19.804
-57.367,-17.083
56.207,10.189
-12.161,-11.158
-91.096,-16.923
84.306,15.695
3.6611,-5.1377
-89.461,-16.607
-29.574,-17.636
18.128,0.4162
-69.151,-14.945
59.815,13.109
76.549,16.107
-62.371,-16.843
19.885,2.2448
-44.623,-16.754
-69.799,-15.335
55.302,11.324
28.647,3.8921
63.465,14.129
-54.421,-17.728
76.337,16.586
-71.361,-17.32
-89.792,-17.692
-20.818,-13.527
-35.939,-14.752
84.252,15.801
-90.853,-17.266
-28.806,-14.579
-73.894,-16.714
-86.888,-16.824
83.367,15.256
36.792,5.1636
82.147,16.807
-81.919,-16.423
87.156,16.231
-92.998,-17.613
-25.546,-14.082
-65.657,-16.16
-75.683,-17.586
-72.229,-18.839
42.968,9.3266
-65.215,-16.246
84.036,17.048
-54.822,-16.51
14.009,0.45405
-44.426,-15.233
92.529,17.236
-68.298,-18.274
-82.274,-17.368
-64.99,-17.202
94.041,16.7
-39.462,-15.281
1.0474,-5.3813
73.215,13.795
0.77274,-6.0797
-8.8374,-9.63
-68.147,-15.081
-66.073,-16.967
52.857,12.342
32.358,3.9297
-86.739,-17.445
48.803,10.28
-71.934,-17.356
0.83843,-4.8044
-74.195,-17.212
-29.788,-14.754
91.599,15.265
24.094,2.5641
28.623,4.6067
-43.362,-15.227
16.55,0.95375
37.318,7.2471
-69.901,-17.342
38.685,4.2341
59.791,13.372
-6.5349,-11.078
1.9453,-6.5963
-41.766,-14.555
-8.1202,-9.5706
-57.131,-18.497
-63.03,-16.298
-78.612,-16.907
